행정구역별,품목별,항목,단위,2014 년
전  국,연유,완제품 연말재고액[백만원],백만원,605
전  국,조제분유(우유기저),사업체수[개],개,5
전  국,조제분유(우유기저),생산액[백만원],백만원,326791
전  국,조제분유(우유기저),출하금액[백만원],백만원,331138
전  국,조제분유(우유기저),완제품 연말재고액[백만원],백만원,21301
전  국,분유,사업체수[개],개,16
전  국,분유,생산액[백만원],백만원,191189
전  국,분유,출하금액[백만원],백만원,155967
전  국,분유,완제품 연말재고액[백만원],백만원,88010
전  국,발효유,사업체수[개],개,48
전  국,발효유,생산액[백만원],백만원,1635917
전  국,발효유,출하금액[백만원],백만원,1636594
전  국,발효유,완제품 연말재고액[백만원],백만원,20049
전  국,버터,사업체수[개],개,6
전  국,버터,생산액[백만원],백만원,26901
전  국,버터,출하금액[백만원],백만원,24939
전  국,버터,완제품 연말재고액[백만원],백만원,2905
전  국,치즈,사업체수[개],개,35
전  국,치즈,생산액[백만원],백만원,543042
전  국,치즈,출하금액[백만원],백만원,545387
전  국,치즈,완제품 연말재고액[백만원],백만원,31305
전  국,기타 낙농제품,사업체수[개],개,21
전  국,기타 낙농제품,생산액[백만원],백만원,230121
전  국,기타 낙농제품,출하금액[백만원],백만원,221619
전  국,기타 낙농제품,완제품 연말재고액[백만원],백만원,22776
전  국,아이스크림,사업체수[개],개,34
전  국,아이스크림,생산액[백만원],백만원,1148587
전  국,아이스크림,출하금액[백만원],백만원,1146514
전  국,아이스크림,완제품 연말재고액[백만원],백만원,20504
전  국,빙과,사업체수[개],개,15
전  국,빙과,생산액[백만원],백만원,422096
전  국,빙과,출하금액[백만원],백만원,419944
전  국,빙과,완제품 연말재고액[백만원],백만원,5799
전  국,쌀(도정한 것),사업체수[개],개,93
전  국,쌀(도정한 것),생산액[백만원],백만원,1574974
전  국,쌀(도정한 것),출하금액[백만원],백만원,1574314
전  국,쌀(도정한 것),완제품 연말재고액[백만원],백만원,28611
전  국,보리쌀(도정한 것),사업체수[개],개,11
전  국,보리쌀(도정한 것),생산액[백만원],백만원,59189
전  국,보리쌀(도정한 것),출하금액[백만원],백만원,57530
전  국,보리쌀(도정한 것),완제품 연말재고액[백만원],백만원,2566
전  국,기타 도정 곡물,사업체수[개],개,11
전  국,기타 도정 곡물,생산액[백만원],백만원,95522
전  국,기타 도정 곡물,출하금액[백만원],백만원,95206
전  국,기타 도정 곡물,완제품 연말재고액[백만원],백만원,3913
전  국,도정 부산물,사업체수[개],개,13
전  국,도정 부산물,생산액[백만원],백만원,28362
전  국,도정 부산물,출하금액[백만원],백만원,27944
전  국,도정 부산물,완제품 연말재고액[백만원],백만원,439
전  국,밀가루,사업체수[개],개,19
전  국,밀가루,생산액[백만원],백만원,1310549
전  국,밀가루,출하금액[백만원],백만원,1309319
전  국,밀가루,완제품 연말재고액[백만원],백만원,33281
전  국,콩가루,사업체수[개],개,8
전  국,콩가루,생산액[백만원],백만원,9813
전  국,콩가루,출하금액[백만원],백만원,9707
전  국,콩가루,완제품 연말재고액[백만원],백만원,297
전  국,옥수수가루,사업체수[개],개,8
전  국,옥수수가루,생산액[백만원],백만원,98637
전  국,옥수수가루,출하금액[백만원],백만원,99157
전  국,옥수수가루,완제품 연말재고액[백만원],백만원,1101
전  국,기타 곡물가루,사업체수[개],개,41
전  국,기타 곡물가루,생산액[백만원],백만원,120502
전  국,기타 곡물가루,출하금액[백만원],백만원,119381
전  국,기타 곡물가루,완제품 연말재고액[백만원],백만원,8469
전  국,소맥피,사업체수[개],개,2
전  국,소맥피,생산액[백만원],백만원,...
전  국,소맥피,출하금액[백만원],백만원,...
전  국,소맥피,완제품 연말재고액[백만원],백만원,...
전  국,제분 부산물,사업체수[개],개,3
전  국,제분 부산물,생산액[백만원],백만원,4778
전  국,제분 부산물,출하금액[백만원],백만원,4775
전  국,제분 부산물,완제품 연말재고액[백만원],백만원,80
전  국,제과용 혼합분말 및 반죽,사업체수[개],개,67
전  국,제과용 혼합분말 및 반죽,생산액[백만원],백만원,638068
전  국,제과용 혼합분말 및 반죽,출하금액[백만원],백만원,636533
전  국,제과용 혼합분말 및 반죽,완제품 연말재고액[백만원],백만원,18658
전  국,선식류,사업체수[개],개,20
전  국,선식류,생산액[백만원],백만원,100702
전  국,선식류,출하금액[백만원],백만원,100508
전  국,선식류,완제품 연말재고액[백만원],백만원,9103
전  국,앙금류,사업체수[개],개,18
전  국,앙금류,생산액[백만원],백만원,132748
전  국,앙금류,출하금액[백만원],백만원,132136
전  국,앙금류,완제품 연말재고액[백만원],백만원,3959
전  국,씨리얼식품,사업체수[개],개,6
전  국,씨리얼식품,생산액[백만원],백만원,130871
전  국,씨리얼식품,출하금액[백만원],백만원,133082
전  국,씨리얼식품,완제품 연말재고액[백만원],백만원,5354
전  국,기타 곡물조제식품,사업체수[개],개,45
전  국,기타 곡물조제식품,생산액[백만원],백만원,84122
전  국,기타 곡물조제식품,출하금액[백만원],백만원,83025
전  국,기타 곡물조제식품,완제품 연말재고액[백만원],백만원,4345
전  국,고구마전분,사업체수[개],개,5
전  국,고구마전분,생산액[백만원],백만원,6470
전  국,고구마전분,출하금액[백만원],백만원,6416
전  국,고구마전분,완제품 연말재고액[백만원],백만원,339
전  국,옥수수전분,사업체수[개],개,9
전  국,옥수수전분,생산액[백만원],백만원,337611
전  국,옥수수전분,출하금액[백만원],백만원,337993
전  국,옥수수전분,완제품 연말재고액[백만원],백만원,6152
전  국,소맥전분,사업체수[개],개,3
전  국,소맥전분,생산액[백만원],백만원,59553
전  국,소맥전분,출하금액[백만원],백만원,60546
전  국,소맥전분,완제품 연말재고액[백만원],백만원,1624
전  국,기타 전분제품,사업체수[개],개,14
전  국,기타 전분제품,생산액[백만원],백만원,215978
전  국,기타 전분제품,출하금액[백만원],백만원,214204
전  국,기타 전분제품,완제품 연말재고액[백만원],백만원,6550
전  국,포도당,사업체수[개],개,3
전  국,포도당,생산액[백만원],백만원,53946
전  국,포도당,출하금액[백만원],백만원,53608
전  국,포도당,완제품 연말재고액[백만원],백만원,1814
전  국,물엿,사업체수[개],개,20
전  국,물엿,생산액[백만원],백만원,398721
전  국,물엿,출하금액[백만원],백만원,400251
전  국,물엿,완제품 연말재고액[백만원],백만원,13080
전  국,과당,사업체수[개],개,12
전  국,과당,생산액[백만원],백만원,246582
전  국,과당,출하금액[백만원],백만원,248804
전  국,과당,완제품 연말재고액[백만원],백만원,6831
전  국,기타 당류,사업체수[개],개,8
전  국,기타 당류,생산액[백만원],백만원,59552
전  국,기타 당류,출하금액[백만원],백만원,60386
전  국,기타 당류,완제품 연말재고액[백만원],백만원,3350
전  국,떡(제조도매),사업체수[개],개,115
전  국,떡(제조도매),생산액[백만원],백만원,303726
전  국,떡(제조도매),출하금액[백만원],백만원,302978
전  국,떡(제조도매),완제품 연말재고액[백만원],백만원,8377
전  국,떡(제조소매),사업체수[개],개,29
전  국,떡(제조소매),생산액[백만원],백만원,27050
전  국,떡(제조소매),출하금액[백만원],백만원,27004
전  국,떡(제조소매),완제품 연말재고액[백만원],백만원,571
전  국,식빵(제조도매),사업체수[개],개,31
전  국,식빵(제조도매),생산액[백만원],백만원,691886
전  국,식빵(제조도매),출하금액[백만원],백만원,691481
전  국,식빵(제조도매),완제품 연말재고액[백만원],백만원,3031
전  국,도넛(제조도매),사업체수[개],개,17
전  국,도넛(제조도매),생산액[백만원],백만원,76178
전  국,도넛(제조도매),출하금액[백만원],백만원,76156
전  국,도넛(제조도매),완제품 연말재고액[백만원],백만원,469
전  국,피자(제조도매),사업체수[개],개,7
전  국,피자(제조도매),생산액[백만원],백만원,31756
전  국,피자(제조도매),출하금액[백만원],백만원,31681
전  국,피자(제조도매),완제품 연말재고액[백만원],백만원,941
전  국,기타 빵류(제조도매),사업체수[개],개,155
전  국,기타 빵류(제조도매),생산액[백만원],백만원,958714
전  국,기타 빵류(제조도매),출하금액[백만원],백만원,953466
전  국,기타 빵류(제조도매),완제품 연말재고액[백만원],백만원,13007
전  국,케이크(제조도매),사업체수[개],개,58
전  국,케이크(제조도매),생산액[백만원],백만원,510528
전  국,케이크(제조도매),출하금액[백만원],백만원,510353
전  국,케이크(제조도매),완제품 연말재고액[백만원],백만원,2679
전  국,빵(제조소매),사업체수[개],개,34
전  국,빵(제조소매),생산액[백만원],백만원,378809
전  국,빵(제조소매),출하금액[백만원],백만원,378871
전  국,빵(제조소매),완제품 연말재고액[백만원],백만원,3119
전  국,코코아 분말,사업체수[개],개,9
전  국,코코아 분말,생산액[백만원],백만원,35675
전  국,코코아 분말,출하금액[백만원],백만원,35815
전  국,코코아 분말,완제품 연말재고액[백만원],백만원,920
전  국,초콜릿류,사업체수[개],개,57
전  국,초콜릿류,생산액[백만원],백만원,872215
전  국,초콜릿류,출하금액[백만원],백만원,865197
전  국,초콜릿류,완제품 연말재고액[백만원],백만원,30013
전  국,캔디류,사업체수[개],개,52
전  국,캔디류,생산액[백만원],백만원,363597
전  국,캔디류,출하금액[백만원],백만원,362161
전  국,캔디류,완제품 연말재고액[백만원],백만원,11982
전  국,껌,사업체수[개],개,7
전  국,껌,생산액[백만원],백만원,248122
전  국,껌,출하금액[백만원],백만원,247873
전  국,껌,완제품 연말재고액[백만원],백만원,2371
전  국,미과,사업체수[개],개,35
전  국,미과,생산액[백만원],백만원,66909
전  국,미과,출하금액[백만원],백만원,66960
전  국,미과,완제품 연말재고액[백만원],백만원,2066
전  국,스낵류,사업체수[개],개,40
전  국,스낵류,생산액[백만원],백만원,867002
